X,baseMean,log2FoldChange,lfcSE,pvalue,padj,deg
AT1G01710,1003.03226227385,0.234931302932647,0.0685357832896119,0.000561595911547765,0.000980392910265896,NS
AT1G01715,140.379828980386,-0.646299437130852,0.184800825026409,0.000360066450813861,0.000641076804109254,down
AT1G01720,2381.21617558864,-0.468385533055551,0.169535077117585,0.00471138819142827,0.00736425285373431,NS
AT1G01725,38.9032660326154,0.377605295693943,0.268886314966592,0.146767567827234,0.182939910105496,NS
AT1G04047,11.0497008773245,-0.373671035191778,0.533594804301458,0.410734316392757,0.465554115265945,NS
AT1G01730,843.691081890699,-0.278266323519104,0.0850331817871873,0.00103128412394432,0.00174432569740995,NS
AT1G01740,234.808836005376,-0.661882207786003,0.119914138863481,2.65814077095701e-08,6.88615855792538e-08,down
AT1G01750,49.5963292348188,3.45062873375696,0.290772202805244,2.71715650381519e-33,2.4992594799465e-32,up
AT1G01760,195.235997293643,-0.638824103444351,0.178142929177808,0.000266109052305432,0.000481456402598659,down
AT1G01770,886.018732084568,-0.284056572758544,0.118579696988162,0.0156079394523922,0.0227663821692276,NS
AT1G01780,444.404090362356,1.76654964573749,0.109579949461555,4.49353646569256e-59,9.47967524461166e-58,up
AT1G01790,835.164521892965,-0.0926097747326804,0.106596133446168,0.392308025459196,0.447003150701259,NS
AT1G01800,1467.82010084212,-0.743792331633791,0.0563272698741874,4.31394849397217e-40,4.98457759828023e-39,down
AT1G01810,28.8883692110093,-0.402734607665068,0.342279154573167,0.210153596579217,0.254494844387838,NS
AT1G01820,1257.27630207377,0.0849535447488225,0.0699602295163899,0.225471707757653,0.271246671917672,NS
AT1G01830,547.66737391589,-0.232798061738,0.0746396426965124,0.00175207838345208,0.0028803574654531,NS
AT1G01860,199.295803037045,-0.287401507767747,0.126321105722667,0.0214583503096386,0.0306533876718566,NS
AT1G01880,115.570929991095,-1.11992058532874,0.167918428608767,1.34459968159525e-11,4.4166462491962e-11,down
AT1G01900,162.677621319853,4.07057445407204,0.279681584483508,9.69759362258185e-49,1.49585893464723e-47,up
AT1G01910,1288.20067070022,0.181775274305267,0.0546340593754972,0.000859850759471776,0.00146818328245399,NS
AT1G01920,1174.95432585968,-0.757078846720346,0.0597382431975497,7.1329042878225e-37,7.40976915093751e-36,down
AT1G01930,483.52039054176,-0.294504423281984,0.0989052102100968,0.00280354148346521,0.00450361002621168,NS
AT1G01940,584.795426564358,-0.58172856502199,0.0904106902380641,1.01447524311957e-10,3.14560515687337e-10,NS
AT1G01950,954.794842613033,-0.210301367029855,0.0853632131856155,0.0131326005838214,0.0193671178225649,NS
AT1G01960,3701.34262848463,0.0855342037968051,0.0662159244578899,0.18831378157925,0.230311894790513,NS
AT1G01970,235.88891076129,0.0708325063894643,0.121365731756034,0.556480818768253,0.608354267659917,NS
AT1G01990,565.750577171566,-0.515615722978918,0.0767849489337884,2.07972743330116e-11,6.75641701653004e-11,NS
AT1G02000,492.357512057269,-0.186042557425314,0.108795965629263,0.0895326991142779,0.116143151118399,NS
AT1G02010,319.006161075673,0.390725965682209,0.105786582372128,0.000209421684014206,0.000383164765601617,NS
AT1G02020,380.881987490631,-0.711294477000066,0.126020205376342,1.41114772787755e-08,3.73878243047842e-08,down
AT1G02030,20.3347961531409,1.75331740696784,0.577824879684656,0.00059140771880551,0.00102914145669244,up
AT1G02050,388.686983787742,-1.05587715291038,0.115034689227032,2.31249450642012e-20,1.23869909790378e-19,down
AT1G02060,484.794105879291,-1.20889744894357,0.0844594728935934,5.09378243608827e-47,7.47326755131317e-46,down
AT1G02070,42.2242605013715,-0.110335569667923,0.252182661874151,0.660502061534205,0.706198978992798,NS
AT1G02080,6403.84401903353,-0.319889213976869,0.115223286834517,0.00417073128822368,0.00656740367144934,NS
AT1G02090,1554.91556333222,-0.200592403614647,0.0585359305091677,0.000709033724316164,0.00122189717770941,NS
AT1G02100,1594.48184937043,-0.270072628677573,0.0695420793639213,9.71003756148958e-05,0.000183763005793723,NS
AT1G02110,1852.39871948559,-0.929441415771189,0.048484747701663,6.90819964183327e-82,2.69912349285817e-80,down
AT1G02120,2128.13542484043,-0.0365476103653303,0.0549510336608376,0.528550586928112,0.581737399692557,NS
AT1G02130,1328.17147578445,-0.399194789686364,0.062209595369842,1.61221336954239e-10,4.93066901730148e-10,NS
AT1G02140,2592.18175600343,-0.21916547722686,0.0590237889922168,0.000207643661518835,0.000380038528459531,NS
AT1G02145,760.30088637325,-0.20788591266235,0.0796967393190375,0.00911044390133413,0.0137349074814872,NS
AT1G02150,1095.99866117186,-0.614543702687012,0.0649349439852704,2.42389060545462e-21,1.35706917448173e-20,down
AT1G02160,220.108915046735,-0.509886045529278,0.11990266714659,1.84372054785192e-05,3.73532772791999e-05,NS
AT1G02170,785.52393189291,0.38783296740778,0.0721612780962749,7.08618592840092e-08,1.77754760087686e-07,NS
AT1G02180,129.223204249867,-0.419486300648975,0.15503753451395,0.00611907381745982,0.00942941359708253,NS
AT1G02205,977.999403451937,3.37404673314657,0.21400499859554,4.77895819530643e-57,9.3777963010673e-56,up
AT1G02220,208.631441059324,0.241395066550664,0.325134065054703,0.437788813844431,0.492627599499774,NS
AT1G02230,38.7033952780325,2.27331152848156,0.364916992505706,8.74811004722275e-11,2.72643003163764e-10,up
AT1G02250,5.78514471388287,2.57172117485864,1.00817712679262,0.0017237146335918,0.0028364940731005,up
AT1G02260,269.837351780062,1.08218364302859,0.175437340543504,3.567854202757e-10,1.06573720728033e-09,up
AT1G02270,465.453794125361,0.146738531124558,0.184716646634858,0.41971390704675,0.474970784684687,NS
AT1G02280,721.676806867992,-0.314677022029454,0.0853114061566272,0.000229970921958113,0.000419048353013541,NS
AT1G02290,495.516898939078,-0.735843323439491,0.100344837840833,1.71451782678881e-13,6.33307412523083e-13,down
AT1G02300,161.337597572234,2.39972249888076,0.222215872361134,6.53247971440451e-28,4.90025403353979e-27,up
AT1G02305,2498.41959379209,0.969189458079261,0.0903926222074053,4.33734958765525e-27,3.14546136217315e-26,up
AT1G02310,20.8076029690295,2.95473489530428,0.789553483423836,1.96974525720572e-05,3.97888178902333e-05,up
AT1G02330,1047.65142073,-0.0423652816635746,0.0781080987544068,0.58383744787742,0.633992222939072,NS
AT1G02335,758.870951356109,4.42287817722728,0.245234330457716,7.83378299854171e-74,2.49939868333385e-72,up
AT1G02340,1393.22535180331,2.64110055335267,0.404827379315587,1.82657030272478e-11,5.95605392225893e-11,up
AT1G02350,32.8543431502188,-0.392513786089563,0.349389709908227,0.230585037474709,0.276805599233701,NS
AT1G04107,387.819198933687,1.47553787420017,0.155689601867641,9.86752480171194e-22,5.63979859527312e-21,up
AT1G02360,147.839797430475,3.60681177869008,0.448097813045747,8.14826451149759e-17,3.65238874902895e-16,up
AT1G02370,543.936161492825,-0.608521777022353,0.10186786098405,1.82629115783264e-09,5.17657776911077e-09,down
AT1G02380,142.025028961134,-0.363434156990192,0.16662149454917,0.0267877405318246,0.0376940671963192,NS
AT1G02390,191.699772106058,-2.13070464070775,0.241987926674527,2.5509538006976e-19,1.30033386877886e-18,down
AT1G02400,697.201761859162,0.201889668824329,0.311803630397229,0.496239569067891,0.550420291378581,NS
AT1G02405,6.24423718437217,0.546553964411288,0.682429104374995,0.29876830606305,0.350572939004068,NS
AT1G02410,576.498371311738,-0.0723623907830237,0.0702786772144205,0.286099768960384,0.337097287310791,NS
AT1G02420,42.7790926820069,-0.105540063526193,0.248356358144786,0.662918255164771,0.708412718547057,NS
AT1G02430,11.5824329641055,0.783990357235777,0.508262629145255,0.0774500724338728,0.101739670243201,NS
AT1G02440,3.93984778793399,0.447203220527623,0.777061670988359,0.404831587460997,0.459624135789785,NS
AT1G02450,26.5974902581955,-1.94827161429573,0.509560762598644,2.56268193123829e-05,5.12700120945711e-05,down
AT1G02460,26.9802818349156,8.96698097954082,2.49852877931398,1.30259820472913e-11,4.28446129193546e-11,up
AT1G02470,47.5852316601399,-0.183582247648378,0.268780764818369,0.478632852098007,0.533222540540595,NS
AT1G02475,199.485687539501,1.25733764261576,0.213375083028673,1.64297594213233e-09,4.66965633760355e-09,up
AT1G02500,13731.540054645,1.43742441700547,0.0573689557397348,4.09494203041651e-139,4.85173158728105e-137,up
AT1G02520,1437.93352939189,-0.333504689206374,0.114226668745301,0.0032720103675661,0.00521594147248591,NS
AT1G02530,143.745718606938,-2.86964196300909,0.201814009252512,1.17960423985893e-46,1.71684895972562e-45,down
AT1G02560,2145.19511103972,-0.0449871576025238,0.0542484924126001,0.409404051501921,0.464238355140745,NS
AT1G02570,23.4046919945615,9.9413221915811,2.61800855271738,2.25780353412531e-13,8.27987212054418e-13,up
AT1G02580,10.6563286186821,3.90391607675089,1.27016302609299,0.000223328596019502,0.000407351210464465,up
AT1G02610,100.484259871518,2.40137716154577,0.456146174867134,2.52501304653773e-08,6.55600106219621e-08,up
AT1G02630,5.39853848715163,6.77659575652076,2.41238365532105,8.35329792899148e-07,1.9058596575993e-06,up
AT1G02640,523.482051880907,2.72716576964128,0.193397480907447,4.73678859930254e-46,6.7244604474166e-45,up
AT1G02650,54.7799436260472,0.691707391122452,0.244544213450177,0.00351266436659251,0.00557766518772394,up
AT1G02660,1297.54548072539,0.446151676615871,0.323714214057655,0.145232378488647,0.181180905184556,NS
AT1G02670,137.912863279242,-1.07307695286581,0.213468405449678,2.61931091578887e-07,6.25614862843808e-07,down
AT1G02680,256.398758640661,-0.385685964281719,0.148762426813158,0.00880185718468966,0.0132989527559945,NS
AT1G02690,1972.41440351764,-0.725947736006581,0.0559746730695893,9.42850771725971e-39,1.04112574637086e-37,down
AT1G02700,5.96949949291772,-0.0301300151505472,1.0143461834966,0.987405048001514,0.992311784336593,NS
AT1G02720,281.640204186181,-0.170090466303734,0.102882809062572,0.0943759604139449,0.121963721261321,NS
AT1G02730,3491.70560441105,-0.248205289216257,0.0854055415867609,0.00337336514979395,0.00536775250223837,NS
AT1G02740,641.230198613701,-0.481592139329659,0.103242372479799,2.69226289944742e-06,5.88176123721598e-06,NS
AT1G02750,280.877174067803,0.459255256506689,0.161403221441065,0.00396376376666946,0.00625723716252272,NS
AT1G02770,9.36631365139197,-0.267197531693615,0.760248013193295,0.613229813369027,0.661778557394304,NS
AT1G02780,26758.5999979305,-0.443609257863059,0.046855533919338,1.55620705426563e-21,8.79363300398254e-21,NS
AT1G02800,33.8479491723417,-4.85809957150408,0.882598849864551,3.07883045706436e-09,8.58695569263186e-09,down
AT1G02810,1253.72983684182,-2.67643984614107,0.332608657042133,1.20705144462346e-16,5.36334089087809e-16,down
AT1G02816,401.072238672434,-0.00417749905705351,0.143706737426813,0.980344033728803,0.987280536425528,NS
AT1G02820,10.132168545066,0.921211177700785,0.691057763694248,0.0886602571611331,0.115161136397919,NS
AT1G02840,6285.14073823943,-0.787851435760736,0.0360365731892524,7.9803733899428e-106,5.46630638544239e-104,down
AT1G02850,4638.86329888234,-1.76445974341084,0.110095388337286,1.35763905600062e-58,2.81533495444443e-57,down
AT1G02860,1489.46248653002,0.393916926175815,0.119900769283944,0.000933569661265854,0.00158753119533817,NS
AT1G04147,8.82727952909901,-1.0145212721911,0.901192516283043,0.105088288796969,0.134546381419111,NS
AT1G02870,1200.49150044549,-0.853276553572183,0.066136036855132,2.83509700801034e-38,3.08552588473578e-37,down
AT1G08815,30.0699835282832,-0.258163238394293,0.320565214237573,0.394057312095756,0.448599886975531,NS
AT1G02880,600.24069593766,-0.0540272947216007,0.122101053452437,0.658727990514795,0.704634172275331,NS
AT1G02890,3944.99434154047,0.216609251313266,0.042728055729988,3.92005967583119e-07,9.21632393377067e-07,NS
AT1G02900,631.617729878854,3.51821786048064,0.228535552490346,8.81133730224726e-55,1.63397379296072e-53,up
AT1G02910,442.744482681229,0.0357406765714397,0.123302864591199,0.773858279380634,0.808995069668723,NS
AT1G02920,518.534918962318,-0.0368765360405672,0.271127681905687,0.88690625111438,0.908161643475138,NS
AT1G02930,500.167947700491,2.20221265040549,0.265312501372811,1.98178040185077e-17,9.18947421793254e-17,up
AT1G02950,89.6961886145756,3.2011010857068,0.320153529805995,3.10016906003976e-24,2.00154950300476e-23,up
AT1G02960,625.744671313372,-0.443246598608005,0.0868440087689566,2.95145940321213e-07,7.01478727805383e-07,NS
AT1G02970,240.834500422009,-0.78879483117357,0.116868481972411,1.01350722107717e-11,3.35828643670303e-11,down
AT1G02980,4.89842865289131,0.184337582127092,0.64037157344215,0.714779923809184,0.756324458120854,NS
AT1G02990,870.478967045552,-0.307714253982513,0.0716221860769934,1.63385471180612e-05,3.32335388159598e-05,NS
AT1G03000,1083.4318074569,-0.796574795246842,0.0780482824434657,1.32951443576861e-24,8.69380277971726e-24,down
AT1G03010,169.829226109737,-0.83564966169918,0.149804778449613,1.6003776370481e-08,4.21872248063228e-08,down
AT1G03030,492.543801559393,-0.18024056323951,0.0887985518244634,0.0410149817458935,0.056272370110681,NS
AT1G03040,1553.02338052092,-0.0526868959250941,0.0653766304067259,0.42055245113167,0.475820986244784,NS
AT1G03060,2286.62954698544,-0.00178688834087892,0.177117923304172,0.977063424011648,0.984759964687396,NS
AT1G03070,59.7971399161865,3.35785819615354,0.322365754952039,3.87542464608901e-26,2.70010911689844e-25,up
AT1G03080,4395.43807224733,0.966504313215385,0.0717088694957321,1.13814117339024e-41,1.39135060677862e-40,up
AT1G03090,3641.64212261406,-0.270110589415653,0.11580081770179,0.0190014527673975,0.0273558517706788,NS
AT1G03100,86.6388558245289,-0.831542152487902,0.260338624785923,0.00091696611742358,0.00156108585070349,down
AT1G03106,10.7281041809583,2.36010581440633,2.32784728815518,0.0168538051763649,0.0244550877572317,up
AT1G03110,886.888362882658,-0.718563859955115,0.0654037654755105,9.89371279935357e-28,7.35119629996715e-27,down
AT1G03120,8.37597460263289,-0.629808597533472,0.695023968146408,0.235476619945763,0.282214010202372,NS
AT1G03130,336.796581210494,2.44486290246802,0.299861032257514,6.38386074678769e-17,2.88332667852544e-16,up
AT1G03140,1831.61194741456,-0.502805986713542,0.0574178672167667,1.20864472093454e-18,5.95466029178785e-18,NS
AT1G03150,463.627252332863,0.0378227681146981,0.0889875822039056,0.662939079467003,0.708412718547057,NS
AT1G03160,617.636534284784,0.0678969313009881,0.0955810043848794,0.473311267145837,0.528045486057393,NS
AT1G03170,13.5244382241445,0.212155462302828,0.513571817494258,0.632132422623746,0.679281045080728,NS
AT1G03180,166.523859089923,-0.719536848374606,0.140228295999559,2.24031700214145e-07,5.3790676273347e-07,down
AT1G03190,590.291400023544,-0.441954999234878,0.0811240848699815,4.32726958496202e-08,1.10482728052164e-07,NS
AT1G03200,62.2702799449109,0.669795051153029,0.277135343178667,0.0118121940930013,0.0175307388668491,up
AT1G03210,568.604587502786,0.127014526568067,0.0963896532123178,0.188627130186491,0.230669385547741,NS
AT1G03220,10230.2825943998,0.42933450456368,0.0712458423777311,1.77227436724565e-09,5.02867079037637e-09,NS
AT1G03230,2278.24611287754,-0.111572035904458,0.166148954536536,0.484695929760998,0.539264508625517,NS
AT1G03240,10.8353825306925,-0.444741359718315,0.565202993530962,0.345210840692617,0.39870778886824,NS
AT1G03250,692.011755325516,-0.0479060930368679,0.075297633417309,0.518330988870313,0.571838984550453,NS
AT1G03260,210.455478315765,0.0839106594272425,0.131584542309914,0.522436690992468,0.575846818357835,NS
AT1G03270,257.088067953796,-1.2306362784076,0.111770164371774,1.71235616021166e-28,1.32252060168003e-27,down
AT1G03280,1559.58879540653,-0.266885231222694,0.0677897707919201,7.74793040363703e-05,0.000148126372889071,NS
AT1G03290,1009.82683398493,0.0679916263801809,0.0848306207934872,0.410009758558485,0.464758189505198,NS
AT1G03310,499.192138539325,0.59601440205696,0.0923963469775556,8.10535969658543e-11,2.5300680602315e-10,up
AT1G03330,716.468604166517,-0.268926178828648,0.0922193603601735,0.00336829629587293,0.00536046514987576,NS
AT1G03340,14.7438413446442,4.29192065859643,0.890233262138656,6.54041892008103e-07,1.50619292192957e-06,up
AT1G03350,1197.21411534351,0.449623261605439,0.0624806548380973,5.59363801782508e-13,2.00403647781478e-12,NS
AT1G03360,714.090782606139,-1.00184869764815,0.0781528489016237,6.22861318218093e-38,6.70554873969665e-37,down
AT1G03365,748.427828878431,-0.454586395473112,0.0719924658458915,2.20988096192035e-10,6.68946013041459e-10,NS
AT1G03370,1278.431208349,0.216471092000461,0.0886847664816846,0.0146416670771465,0.0214339611743788,NS
AT1G03380,1564.94923167619,0.209138778302235,0.0740250348987053,0.00471622464495382,0.00737076135420626,NS
AT1G03400,129.92114084223,-0.982302922409505,0.382406356860015,0.00558263594072452,0.00864348359007845,down
AT1G03410,31.3530377113657,2.44474275474985,0.666251188688909,6.73666345281033e-05,0.000129606711333406,up
AT1G03430,338.923991836137,0.05932773990174,0.137465288649321,0.664569837955676,0.709774705362299,NS
AT1G03440,231.610890026848,-0.0894296675315047,0.162897997472246,0.577615628268683,0.628574965545688,NS
AT1G03445,21.9975689703751,0.580093867486827,0.464326057293985,0.160483916814984,0.19878203959469,NS
AT1G03457,683.132152585963,-0.58245835549653,0.107855863339041,7.14343924074723e-08,1.79108950718301e-07,NS
AT1G03470,489.571235605064,-0.709611327974764,0.113343232052331,2.88816879928573e-10,8.68272828302617e-10,down
AT1G03475,1122.45234311796,0.246819890770797,0.0646156568601379,0.000129447072789565,0.000241620572977473,NS
AT1G03495,129.160757757242,0.566430864131195,0.190584565591459,0.00247239322597252,0.00399914302413783,NS
AT1G04187,14.3102498527941,-0.483635832870659,0.614017749489979,0.331715958834632,0.384743470298249,NS
AT1G04197,9.3409357746108,0.016127965517404,0.660072716211004,0.973562523915802,0.9818946745369,NS
AT1G03510,58.8499855086549,-0.546454864702932,0.209367949336175,0.0076291391946973,0.0116167490106683,NS
AT1G03520,348.95352955931,0.271498062586047,0.126226065052142,0.0302789350327954,0.0423186875587479,NS
AT1G03530,1451.26598198551,-0.925166625936406,0.0675244431407516,5.30323495690917e-43,6.83774158944071e-42,down
AT1G03540,112.462534545815,-0.857963123570249,0.16689207748491,1.90163715397373e-07,4.59406864079689e-07,down
AT1G03550,84.8167134107975,0.634074761551367,0.196491774757645,0.00102340746172986,0.0017318048447199,up
AT1G03545,28.6162129244954,0.9962408376062,0.353835038142939,0.00273856272851776,0.00440529549731255,up
AT1G08825,299.678530986696,0.986489253135337,0.155690085712657,1.38261274988891e-10,4.24982314749896e-10,up
AT1G03560,354.609722563308,-0.317490800621795,0.0993129699575303,0.00126142212059063,0.00210852676437322,NS
AT1G03580,44.3394990112313,0.736543842484005,0.520529665425052,0.104050044844295,0.133349291524417,NS
AT1G03590,1371.88129044665,-0.161381111794952,0.0863853041969693,0.0605635660556466,0.0809101483740915,NS
AT1G03600,375.231160618824,0.876801382854267,0.185807121876277,1.56953076912405e-06,3.50509882103209e-06,up
AT1G03610,1114.23934045839,-0.0207262206458045,0.147892931658613,0.886757784941699,0.908093995895025,NS
AT1G03620,352.77160631459,2.1315642697454,0.158925179024936,1.04757343937533e-41,1.28565297971264e-40,up
AT1G03630,186.924534612434,1.83707844670301,0.184653492568737,7.0682873360894e-24,4.49462692543498e-23,up
AT1G03650,106.315898273019,-0.555004142764653,0.215282458987279,0.00817769955642356,0.0124012035822089,NS
AT1G03660,20.8896250287768,-0.216800719468031,0.50813576023045,0.619617163880801,0.667882400546019,NS
AT1G03680,505.527922961474,-0.125803467378156,0.104444197030511,0.232822380966994,0.279261998928288,NS
AT1G03687,477.282954696758,-0.583747438314213,0.0789045015062932,1.05301232264229e-13,3.94816577146706e-13,NS
AT1G03700,20.9431157889245,3.76161487106605,0.596268757132014,8.06670084989797e-11,2.51871817562555e-10,up
AT1G03710,8.45571353633696,1.56414714028946,0.808961052162216,0.0132690270719456,0.0195577839008793,up
AT1G03730,393.264458030616,-0.0857414559624035,0.186045595609293,0.632329122807603,0.67944615142016,NS
AT1G03740,886.220732753422,0.686960083113077,0.109523857704894,2.75236137168965e-10,8.28467576298619e-10,up
AT1G03750,311.862153080027,-0.236636720600011,0.127854965622419,0.0606071326477901,0.0809634166569303,NS
AT1G03760,475.226366339646,-0.815278415351769,0.0898853409757654,8.24281096822671e-20,4.31409201558169e-19,down
AT1G03770,693.348308048501,-1.27924750915245,0.0885296564285563,1.03208537874756e-47,1.54523766507976e-46,down
AT1G03780,1475.76568871012,-1.37923494617526,0.0869569903939714,4.28351232375083e-57,8.41310991257119e-56,down
AT1G03790,344.870164107448,-3.14363414740507,0.474790315757175,5.79091492304877e-12,1.94918710378234e-11,down
